,0
2013-04-16,1.3024314837165087
2013-04-17,1.3001185231483623
2013-04-18,1.3034767331535115
2013-04-19,1.3070267950041752
2013-04-22,1.3019109704669205
2013-04-23,1.292369315408945
2013-04-24,1.3009991290309453
2013-04-25,1.300740303398919
2013-04-26,1.295190216496456
2013-05-02,1.2835825712731508
2013-05-03,1.296604097495618
2013-05-06,1.298927181490768
2013-05-07,1.2979756018181419
2013-05-08,1.2956671945641673
2013-05-09,1.2973099367401695
2013-05-10,1.3041257472159593
2013-05-13,1.3064337131284731
2013-05-14,1.3011815336141277
2013-05-15,1.2954529667365817
2013-05-16,1.297765651486304
2013-05-17,1.309934903344465
2013-05-20,1.3121098730050655
2013-05-21,1.3181204059592444
2013-05-22,1.3188095657826566
2013-05-23,1.3194926547391965
2013-05-24,1.3198001226330986
2013-05-27,1.3259431935380181
2013-05-28,1.3305245639996723
2013-05-29,1.33010504556399
2013-05-30,1.3300064921523185
2013-05-31,1.3203339598289496
2013-06-03,1.3226090701300044
2013-06-04,1.324031451030262
2013-06-05,1.321296237901612
2013-06-06,1.3170355090436874
2013-06-07,1.3131971801667761
2013-06-13,1.3119477960867358
2013-06-14,1.3102418993795226
2013-06-17,1.3051878543710491
2013-06-18,1.3085963802953755
2013-06-19,1.3094005127536104
2013-06-20,1.3007745109545543
2013-06-21,1.2906317707936499
2013-06-24,1.280873796859321
2013-06-25,1.2858191008350792
2013-06-26,1.2819901923356343
2013-06-27,1.2821840640616498
2013-06-28,1.28631017247242
2013-07-01,1.2866564478631652
2013-07-02,1.290912928495489
2013-07-03,1.2911243747675125
2013-07-04,1.2923566952494423
2013-07-05,1.2946654508397546
2013-07-08,1.2920920735977566
2013-07-09,1.2898911288593373
2013-07-10,1.2920543179277504
2013-07-11,1.2959337940747255
2013-07-12,1.2957294865678095
2013-07-15,1.2966192511032606
2013-07-16,1.2959229566512067
2013-07-17,1.2931097888190572
2013-07-18,1.2920300676429757
2013-07-19,1.2917948187314703
2013-07-22,1.2921086371669892
2013-07-23,1.2936620519368722
2013-07-24,1.2928766731870527
2013-07-25,1.2930310438727788
2013-07-26,1.2914655958137047
2013-07-29,1.290492632805307
2013-07-30,1.2911489360617352
2013-07-31,1.2914210307632419
2013-08-01,1.2938211687311851
2013-08-02,1.2943353042932062
2013-08-05,1.2929310624827628
2013-08-06,1.2898049012216153
2013-08-07,1.2905852428245204
2013-08-08,1.2899257130142718
2013-08-09,1.289758219599459
2013-08-12,1.2910092096801016
2013-08-13,1.289328201813509
2013-08-14,1.287524318872277
2013-08-15,1.2877633368456354
2013-08-16,1.2893744274063872
2013-08-19,1.2903719407214684
2013-08-20,1.28664281471591
2013-08-21,1.2866490790021836
2013-08-22,1.2852861163763105
2013-08-23,1.2842625020742298
2013-08-26,1.2878783597040007
2013-08-27,1.2879578867785835
2013-08-28,1.285420084414994
2013-08-29,1.2850662517767109
2013-08-30,1.2822900287994135
2013-09-02,1.2843304924578858
2013-09-03,1.285825717581129
2013-09-04,1.2829422561828034
2013-09-05,1.2820593699132448
2013-09-06,1.2821559189043643
2013-09-09,1.2829728092398849
2013-09-10,1.2828952605222779
2013-09-11,1.2825028872123436
2013-09-12,1.2820564830997312
2013-09-13,1.2820202570366221
2013-09-16,1.282045908897077
2013-09-17,1.2800591833087898
2013-09-18,1.2792477181364479
2013-09-23,1.2824928518699201
2013-09-24,1.2835442302408206
2013-09-25,1.2843539565240942
2013-09-26,1.2873055261051025
2013-09-27,1.2871626797359337
2013-09-30,1.2880706706365899
2013-10-08,1.2874513395114942
2013-10-09,1.285972964470898
2013-10-10,1.2852077878737018
2013-10-11,1.2864216579018222
2013-10-14,1.2871789541625716
2013-10-15,1.2870309103120736
2013-10-16,1.2845782234581304
2013-10-17,1.2818230419651466
2013-10-18,1.2825397451802198
2013-10-21,1.2812235554209956
2013-10-22,1.279965080314158
2013-10-23,1.2764825949127423
2013-10-24,1.2751545938438777
2013-10-25,1.2733362816548122
2013-10-28,1.2723778365801222
2013-10-29,1.270358692491909
2013-10-30,1.2726319778735307
2013-10-31,1.2722754783004642
2013-11-01,1.2754414299260182
2013-11-04,1.2746958160589767
2013-11-05,1.2738364997072738
2013-11-06,1.2708902480347768
2013-11-07,1.2697365944587338
2013-11-08,1.2697756527654038
2013-11-11,1.2669003707786288
2013-11-12,1.267551957675018
2013-11-13,1.2656856096793832
2013-11-14,1.2667133384358922
2013-11-15,1.2652615167749781
2013-11-18,1.2630715115161815
2013-11-19,1.264452372228998
2013-11-20,1.2629706527192675
2013-11-21,1.2604744473371252
2013-11-22,1.2585484331026124
2013-11-25,1.2581013527837872
2013-11-26,1.2583937715571727
2013-11-27,1.2588195924615273
2013-11-28,1.259621708641193
2013-11-29,1.260086613213602
2013-12-02,1.261975419710304
2013-12-03,1.2625477189198657
2013-12-04,1.2615186753881529
2013-12-05,1.2611078685372386
2013-12-06,1.261410751631336
2013-12-09,1.2636567217462464
2013-12-10,1.2634957992658304
2013-12-11,1.2630346134957884
2013-12-12,1.2633275549226588
2013-12-13,1.2642386643854824
2013-12-16,1.2606378402198029
2013-12-17,1.2596222774851489
2013-12-18,1.2604724646501633
2013-12-19,1.2587031192397653
2013-12-20,1.2557743101636327
2013-12-23,1.2532636174628329
2013-12-24,1.2551459045195732
2013-12-25,1.2553903776886355
2013-12-26,1.2549076465039226
2013-12-27,1.2586466896727586
2013-12-30,1.2565974323456368
2013-12-31,1.2607851335052729
2014-01-02,1.2608530023276947
2014-01-03,1.2542568939620198
2014-01-06,1.2478394452657333
2014-01-07,1.2488653076658984
2014-01-08,1.2463183998693723
2014-01-09,1.2456830223321163
2014-01-10,1.2435891098296186
2014-01-13,1.2458320061065933
2014-01-14,1.2511291281568941
2014-01-15,1.2496193398222974
2014-01-16,1.249306218286681
2014-01-17,1.2491779563369494
2014-01-20,1.247583649268563
2014-01-21,1.2417698035708935
2014-01-22,1.248042778902837
2014-01-23,1.2459669633487531
2014-01-24,1.242838263489768
2014-01-27,1.2376837499752857
2014-01-28,1.2331967564257085
2014-01-29,1.2365098819912514
2014-01-30,1.2336880542342084
2014-02-07,1.2436419887611625
2014-02-10,1.2543151793935867
2014-02-11,1.25160313026544
2014-02-12,1.2496361094116117
2014-02-13,1.25351656526129
2014-02-14,1.2598940694798872
2014-02-17,1.2581429118982326
2014-02-18,1.2530587144617362
2014-02-19,1.2539481227934182
2014-02-20,1.250179561236597
2014-02-21,1.243574633077399
2014-02-24,1.2370325863264844
2014-02-25,1.2319804985148357
2014-02-26,1.22962983395042
2014-02-27,1.2201808415033224
2014-02-28,1.2230667856377722
2014-03-03,1.2312003467135828
2014-03-04,1.227118952283221
2014-03-05,1.231431177124564
2014-03-06,1.2323739269086447
2014-03-07,1.2315908574115315
2014-03-10,1.2157305383248669
2014-03-11,1.223310957583938
2014-03-12,1.2273218906867227
2014-03-13,1.2318455103646269
2014-03-14,1.2278984804168256
2014-03-17,1.2304249940992027
2014-03-18,1.2267202821848613
2014-03-19,1.231180048879934
2014-03-20,1.2310587245752012
2014-03-21,1.2330897389963396
2014-03-24,1.2373963623112936
2014-03-25,1.2422283250827746
